Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Regions,Description,Number of Portfolio Organizations,Number of Exits (IPO),Number of Lead Investments,Operating Status,Founded Date,Founded Date Precision,Website,LinkedIn,Industries,Industry Groups,Number of Founders,Founders,Number of Employees,Investment Stage,Company Type,Acquisition Status,IPO Status,CB Rank (Investor)
Finindus,https://www.crunchbase.com/organization/finindus,Venture Capital,28,1,"Zelzate, Oost-Vlaanderen, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)","Provide early stage financing and growth capital to innovative companies active in the area of materials, material processing.",25,1,11,Active,1926-01-01,year,http://www.finindus.be/,https://www.linkedin.com/company/finindus,Venture Capital,"Financial Services, Lending and Investments",,,1-10,Late Stage Venture,,,Private,"28,151"
Fund+,https://www.crunchbase.com/organization/fund,Venture Capital,28,3,"Leuven, Vlaams-Brabant, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)","Fund+ invests in companies operating in the diagnostics, therapeutics, medical devices, and life science sectors.",19,2,9,Active,2015-01-01,year,https://fundplus.be/,https://www.linkedin.com/company/fund-/,"Financial Services, Impact Investing, Venture Capital","Financial Services, Lending and Investments",1,Desire Collen,11-50,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"31,355"
AdBio partners,https://www.crunchbase.com/organization/advent-france-biotechnology,Venture Capital,27,,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",AdBio partners is a venture capital fund supported in particular by the National Seed-Fund.,19,,12,Active,2016-01-01,year,https://adbio.partners/,https://www.linkedin.com/company/adbiopartners/,,,2,"Clément Berthole, Francesc Dosrius",11-50,"Early Stage Venture, Seed",,,Private,"5,831"
Pymwymic,https://www.crunchbase.com/organization/pymwymic,Venture Capital,26,1,"Amsterdam, Noord-Holland, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)","The Put Your Money Where Your Mouth Is Community of families, philanthropists.",20,,9,Active,1994-01-01,year,http://www.pymwymic.com/,https://www.linkedin.com/company/1081269,"Communities, Financial Services","Community and Lifestyle, Financial Services",1,Frank van Beuningen,11-50,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"8,806"
VIB,https://www.crunchbase.com/organization/vib,Venture Capital,26,4,"Gent, Oost-Vlaanderen, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)","VIB, a Belgium-based life sciences research institute, performs research for pharmaceutical, agricultural, and industrial applications.",17,1,,Active,1996-01-01,year,http://www.vib.be,https://www.linkedin.com/company/vib/,"Biotechnology, Life Science, Venture Capital","Biotechnology, Financial Services, Lending and Investments, Science and Engineering",,,1001-5000,"Early Stage Venture, Late Stage Venture",For Profit,,Private,"21,755"
Seeder Fund,https://www.crunchbase.com/organization/seeder-fund,Venture Capital,26,2,"Anderlecht, Brussels Hoofdstedelijk Gewest, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)",Seeder Fund is an early-stage fund for digital startups in Benelux and France.,22,,6,Active,2016-01-01,year,http://www.seederfund.be/,https://www.linkedin.com/company/seeder-fund/,,,2,"Benjamin Rieder, Kevin de Patoul",1-10,"Early Stage Venture, Seed",,,Private,"21,853"
Vives Louvain Technology Fund,https://www.crunchbase.com/organization/vives-fund,Venture Capital,25,3,"Louvain-la-neuve, Vlaams-Brabant, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)",Vives Louvain Technology Fund is a multi-sector fund that focuses on early-stage and seed investments in technology across regions.,13,1,1,Active,2011-01-01,year,http://www.vivesfund.com,https://www.linkedin.com/company/vives-louvain-technology-fund,"Biotechnology, Therapeutics, Venture Capital","Biotechnology, Financial Services, Health Care, Lending and Investments, Science and Engineering",,,1-10,"Early Stage Venture, Late Stage Venture, Seed",,,Private,"14,132"
Eneco Ventures,https://www.crunchbase.com/organization/eneco-ventures,Venture Capital,25,5,"Rotterdam, Zuid-Holland, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)","Eneco Ventures, the investment arm of Netherlands-based energy innovator, Eneco.",22,,8,Active,1995-01-01,year,https://www.eneco.com/what-we-do/ventures/,https://www.linkedin.com/company/enecoventures/,,,,,1-10,"Early Stage Venture, Seed, Venture",,,Private,"19,588"
Medici Ventures,https://www.crunchbase.com/organization/medici-ventures,Venture Capital,24,3,"Salt Lake City, Utah, United States",Western US,Medici Ventures manages Overstock.com’s investments in firms building solutions leveraging and servicing blockchain technologies.,18,,14,Active,2014-01-01,year,https://www.mediciventures.com,https://www.linkedin.com/company/medici-ventures/,"Asset Management, Blockchain, Cryptocurrency, FinTech","Blockchain and Cryptocurrency, Financial Services, Other, Payments, Software",,,11-50,"Early Stage Venture, Seed, Venture",,,Private,"25,982"
Nuoyan Capital,https://www.crunchbase.com/organization/nuoyan-capital,Venture Capital,23,2,"Shanghai, Shanghai, China",Asia-Pacific (APAC),"Nuoyan Capital is an investment institution with in-depth research, comprehensive empowerment, and a professional focus.",21,2,5,Active,2017-01-01,year,https://www.nuoyancapital.com/,,"Clean Energy, Electric Vehicle, Health Care, Semiconductor, Solar","Energy, Hardware, Health Care, Natural Resources, Science and Engineering, Sustainability, Transportation",,,11-50,"Early Stage Venture, Seed",,,Private,"34,046"
European Circular Bioeconomy Fund,https://www.crunchbase.com/organization/european-circular-bioeconomy-fund,"Private Equity Firm, Venture Capital",22,,"Bonn, Nordrhein-Westfalen, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",European Circular Bioeconomy Fund invest and partner with entrepreneurs to accelerate late-stage circular bioeconomy companies.,18,,12,Active,2019-01-01,year,https://www.ecbf.vc,https://www.linkedin.com/company/european-circular-bioeconomy-fund,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Peter J. Nieuwenhuizen,11-50,"Early Stage Venture, Late Stage Venture, Private Equity",,,Private,"4,429"
Bloc Ventures,https://www.crunchbase.com/organization/bloc-ventures,Venture Capital,22,1,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Bloc Ventures is an early-stage Deep Tech investment company. Pitch to Bloc here: https://blocventures.com/pitching/,14,,16,Active,2013-01-01,year,https://www.blocventures.com/,https://www.linkedin.com/company/bloc-ventures/,"Cloud Computing, Cyber Security, Financial Services, Information Technology, Intelligent Systems, Network Security, Security, Telecommunications","Artificial Intelligence (AI), Data and Analytics, Financial Services, Hardware, Information Technology, Internet Services, Privacy and Security, Science and Engineering, Software",2,"Bruce Beckloff, David Leftley",11-50,"Convertible Note, Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"8,690"
Theodorus III,https://www.crunchbase.com/organization/theodorus-iii,Venture Capital,21,4,"Brussels, Brussels Hoofdstedelijk Gewest, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)",The Theodorus investment fund has the objective to invest in the spin-offs of the Université Libre de Bruxelles,19,,4,Active,2012-01-01,year,http://www.theodorus.be,https://www.linkedin.com/company/theodorus-investment-funds/,,,1,Olivier Belenger,11-50,"Early Stage Venture, Seed, Venture",,,Private,"35,239"
Saffelberg Investments,https://www.crunchbase.com/organization/saffelberg-investments,"Private Equity Firm, Venture Capital",21,3,"Gooik, Vlaams-Brabant, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)",Saffelberg Investments is an independent financial and industrial holding controlling a portfolio of 250 million €.,16,1,13,Active,1994-01-01,year,http://www.saffelberg.com,http://www.linkedin.com/company/2994107,"Banking, Financial Services, Impact Investing","Financial Services, Lending and Investments",1,Jos Sluys,1-10,"Early Stage Venture, Late Stage Venture, Private Equity",,,Private,"36,850"
Voyagers,https://www.crunchbase.com/organization/voyagers,Venture Capital,20,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)","Voyagers is building a diverse, international community of mission-led people using technology to confront climate-related challenges.",18,,1,Active,2019-01-01,year,https://voyagers.io/,https://www.linkedin.com/company/voyagers-io,"Adventure Travel, Service Industry, Travel","Other, Travel and Tourism",,,1-10,Seed,For Profit,,Private,"8,106"
KBC Focus Fund,https://www.crunchbase.com/organization/kbc-start-it-fund,Venture Capital,20,1,"Brussels, Brussels Hoofdstedelijk Gewest, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)","The VC fund of KBC for companies active in the domain of Micro Electronics, IOT and Nanotechnology",13,,6,Active,2016-01-01,year,https://www.focusfund.be/,https://www.linkedin.com/company/kbc-start-it-fund/,"Information Technology, Manufacturing","Information Technology, Manufacturing",,,1-10,"Early Stage Venture, Seed",,,Private,"32,490"
MetaVision International,https://www.crunchbase.com/organization/metavision-international,Venture Capital,19,,"Dubai, Dubai, United Arab Emirates","Europe, Middle East, and Africa (EMEA), Gulf Cooperation Council (GCC), Middle East",Metaverse and Web3 fund,19,,,Active,2022-04-02,day,https://www.metavision.ae,https://www.linkedin.com/company/metavision-vc/,,,,,1-10,"Early Stage Venture, Seed",,,Private,"30,940"
Finance.Brussels,https://www.crunchbase.com/organization/finance-brussels,Venture Capital,18,,"Brussels, Brussels Hoofdstedelijk Gewest, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)",Regional Investment Company of Brussels,16,,5,Active,1984-01-01,year,https://www.finance.brussels/fr,https://www.linkedin.com/company/srib/,,,,,11-50,"Convertible Note, Debt, Early Stage Venture, Seed",,,Private,"36,017"
Satgana,https://www.crunchbase.com/organization/satgana,"Micro VC, Venture Capital",17,,"Luxembourg, Luxembourg, Luxembourg","European Union (EU), Europe, Middle East, and Africa (EMEA)",Satgana is a Climate Tech VC firm investing in the next generation of planet-positive startups building the Future of Earth.,17,,4,Active,2020-09-15,day,http://satgana.com,https://www.linkedin.com/company/satgana,"Incubators, Social Entrepreneurship, Social Impact, Sustainability, Venture Capital","Community and Lifestyle, Financial Services, Lending and Investments, Other, Social Impact, Sustainability",2,"Anil Maguru, Romain Diaz",1-10,"Early Stage Venture, Seed",,,Private,"7,929"
Fuse Capital,https://www.crunchbase.com/organization/fuse-capital-cbbd,"Venture Capital, Venture Debt",17,1,"Rio De Janeiro, Rio de Janeiro, Brazil",Latin America,Venture Capital and Alternative Assets,16,,3,Active,2019-11-23,day,https://fuse.capital/,http://linkedin.com/fuse-capital-brazil,"FinTech, Information Technology, Internet","Financial Services, Information Technology, Internet Services",4,"Alexis Terrin, Dan Yamamura, Guilherme Hug, João Zecchin",1-10,"Early Stage Venture, Seed",,,Private,"9,957"
TCD Capital (ex TheClubDeal),https://www.crunchbase.com/organization/theclubdeal,"Private Equity Firm, Venture Capital",17,,"Uccle, Brussels Hoofdstedelijk Gewest, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)","Venture Capital and Private Equity Fund in Belgium and France investing in Tech, Life Sciences & Smart Living investing in 2-20M€ rounds.",14,,6,Active,2016-01-01,year,https://tcd-capital.com/,https://www.linkedin.com/company/tcd-capital/,"Biotechnology, Medical Device, Real Estate, SaaS, Smart Building, Software","Biotechnology, Health Care, Real Estate, Science and Engineering, Software",1,Jean-Marc Legrand,1-10,"Early Stage Venture, Late Stage Venture, Venture",,,Private,"10,023"
UCB Ventures,https://www.crunchbase.com/organization/ucb-ventures,Corporate Venture Capital,17,3,"Brussels, Brussels Hoofdstedelijk Gewest, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)",UCB Ventures is a €150 million strategic corporate venture fund,13,,8,Active,2017-01-01,year,https://www.ucbventures.com/,https://www.linkedin.com/company/ucb-pharma/,,,,,1-10,Early Stage Venture,,,Private,"23,872"
Apic Investments,https://www.crunchbase.com/organization/signa-innovations,Venture Capital,17,2,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Apic Investments is a PropTech & RetailTech Venture Capital Investor based out of Berlin,14,,8,Active,2018-01-01,year,,,"CleanTech, Construction, Real Estate, Venture Capital","Financial Services, Lending and Investments, Real Estate, Sustainability",,,1-10,Early Stage Venture,,,Private,"31,697"
Viralety Ventures,https://www.crunchbase.com/organization/viralety-ventures,"Micro VC, Venture Capital",16,4,"Brussels, Brussels Hoofdstedelijk Gewest, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)",Viralety is a capital fund investing in entrepreneurs with disruptive positioning determined to build companies with long-term worth.,14,1,7,Active,2014-01-01,year,http://www.viralety.com/,https://www.linkedin.com/company/viralety-ventures,,,2,"David Dzialowski, Michael Goossens",1-10,Seed,,,Private,"45,458"
AMAVI Capital,https://www.crunchbase.com/organization/amavi-capital,Venture Capital,15,,"Eke, Oost-Vlaanderen, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)",AMAVI Capital is a PropTech investor with a Pan-European focus,14,,8,Active,2020-01-01,day,https://amavi.capital,https://www.linkedin.com/company/amavi-capital/,"Building Material, Construction, Facility Management, Property Development, Property Management, Real Estate, Real Estate Investment, Retail Technology, SaaS, Venture Capital","Commerce and Shopping, Financial Services, Hardware, Lending and Investments, Real Estate, Software",6,"Arne Allewaert, Davy Demuynck, Frédéric Van den Weghe, Jonas Dhaenens, Kristof Vanfleteren, Paul Thiers",11-50,"Early Stage Venture, Late Stage Venture",,,Private,"5,897"
Psalion VC,https://www.crunchbase.com/organization/psalion-vc,Venture Capital,15,,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",Psalion is a disruptive venture capital fund dedicated to the Web3 ecosystem.,13,,1,Active,2022-08-01,month,https://www.psalion.com/,https://www.linkedin.com/company/psalion/,,,,,1-10,"Early Stage Venture, Seed",,,Private,"29,939"
CNBB Venture Partners,https://www.crunchbase.com/organization/cnbb-venture-partners,"Private Equity Firm, Venture Capital",15,5,"Rotterdam, Zuid-Holland, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)",CNBB Venture Partners is a software-focused investment firm that supports entrepreneurs in realizing their growth.,13,,12,Active,2007-12-01,month,http://cnbb.nl/,https://www.linkedin.com/company/cnbb-venture-partners,"Enterprise Software, Venture Capital, Wealth Management","Financial Services, Lending and Investments, Software",3,"Arco Van Nieuwland, Lucas Brentjens, Lucas Brentjens",1-10,"Early Stage Venture, Private Equity, Seed, Venture",,,Private,"30,732"
SFPIM,https://www.crunchbase.com/organization/sfpim,Venture Capital,15,,"Brussel, Brussels Hoofdstedelijk Gewest, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)",SFPIM investment firm that invests in technology and infrastructure.,15,,5,Active,2006-11-01,day,https://www.sfpim.be/,https://www.linkedin.com/company/sfpi-fpim,,,,,11-50,,,,Private,"33,680"
365.fintech,https://www.crunchbase.com/organization/365-fintech,"Corporate Venture Capital, Venture Capital",15,1,"Bratislava, Bratislava, Slovakia (Slovak Republic)","European Union (EU), Europe, Middle East, and Africa (EMEA)","365.fintech is a boutique VC focusing on pre-seed & seed API-first, infrastructure & b2b/b2b2c fintech in broader CEE & Baltics.",13,,1,Active,2018-01-01,year,https://www.365fintech.vc,https://www.linkedin.com/company/18594526,,,,,1-10,"Convertible Note, Early Stage Venture, Seed",,,Private,"36,694"
Novalis Biotechnology Incubation,https://www.crunchbase.com/organization/novalis-biotechnology-incubation,"Incubator, Venture Capital",14,,"Gent, Oost-Vlaanderen, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)",Novalis Biotech Incubation is an early-stage vc fund that invests in biotechnology and life sciences related companies.,10,,9,Active,2018-01-01,year,https://noval.is,https://www.linkedin.com/company/novalis-biotech,"Biotechnology, Life Science, Venture Capital","Biotechnology, Financial Services, Lending and Investments, Science and Engineering",2,"Jan Berghe, Wim van Criekinge",1-10,"Early Stage Venture, Seed",,,Private,"10,428"
Dow Venture Capital,https://www.crunchbase.com/organization/dow-venture-capital,Corporate Venture Capital,14,4,"Horgen, Zurich, Switzerland","Europe, Middle East, and Africa (EMEA)",Dow Venture Capital is focused on pursuing strategic investments in attractive start-up companies around the world.,12,2,1,Active,1897-01-01,year,http://www.dow.com/venture/,https://www.linkedin.com/company/dow-chemical/,Venture Capital,"Financial Services, Lending and Investments",1,Herbert Henry Dow,10001+,Late Stage Venture,,,Private,"47,168"
The CoFoundry,https://www.crunchbase.com/organization/the-cofoundry,Venture Capital,14,2,"Antwerp, Antwerpen, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)",We help entrepreneurs transform their ideas into sustainable companies.,14,,5,Closed,2015-01-01,day,http://thecofoundry.co,https://www.linkedin.com/company/10085265,,,1,Bert Van Wassenhove,1-10,"Early Stage Venture, Seed",,,Private,"48,214"
Akiles,https://www.crunchbase.com/organization/akiles-ac38,"Private Equity Firm, Venture Capital",13,,"Rhode-saint-genèse, Vlaams-Brabant, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)",Akiles is an evergreen investment company.,13,,6,Active,2019-01-01,year,http://www.akiles.be/,https://www.linkedin.com/company/akiles/about/,,,1,Christophe Rousseaux,1-10,"Late Stage Venture, Private Equity",,,Private,"10,588"
6 Degrees Capital,https://www.crunchbase.com/organization/6-degrees-capital,Venture Capital,13,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",6 Degrees Capital is an early-stage VC fund based in London. We invest in startups from Seed to Series B across Fintech and SaaS.,12,,10,Active,2023-01-01,day,https://6degrees.vc/,https://www.linkedin.com/company/6degreescapital/,,,4,"Filip Coen, Lucas Stoops, Thibault D'hondt, Wouter Volckaert",1-10,"Early Stage Venture, Seed",,,Private,"14,560"
Halvings Capital,https://www.crunchbase.com/organization/halvings-capital,"Hedge Fund, Venture Capital",13,,"Barcelona, Catalonia, Spain","European Union (EU), Europe, Middle East, and Africa (EMEA)","Halvings Capital is to invest in crypto projects with lots of potential, before anyone else.",13,,4,Active,,,https://halvingscapital.com/,https://www.linkedin.com/company/halvings-capital/about/,,,1,Maurizio Esposito,1-10,Early Stage Venture,,,Private,"34,326"
Internet Attitude,https://www.crunchbase.com/organization/internet-attitude,"Accelerator, Micro VC, Venture Capital",13,2,"Waremme, Liege, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)",Internet Attitude provides financial and strategic support to companies focused on web and new technologies.,9,,8,Active,2010-01-01,year,http://www.internet-attitude.eu,http://www.linkedin.com/company/internet-attitude,,,,,1-10,"Early Stage Venture, Seed",,,Private,"35,738"
Belcube,https://www.crunchbase.com/organization/belcube-com,Venture Capital,13,2,"Brussels, Brussels Hoofdstedelijk Gewest, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)",Belcube is a belgian based investment company.,9,,4,Active,2013-01-01,year,http://belcube.com,https://www.linkedin.com/company/belcube,Financial Services,Financial Services,1,Gregoire de Streel,11-50,,,,Private,"61,724"
Ninepointfive,https://www.crunchbase.com/organization/9-5-ventures,"Corporate Venture Capital, Venture Capital",12,,"Antwerp, Antwerpen, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)",Ninepointfive is a venture capital fund that co-invests with corporates to take tech-based startups from pre-seed funding to maturity.,9,,6,Active,2019-01-01,year,https://www.ninepointfive.vc,https://www.linkedin.com/company/ninepointfive,"Financial Services, Venture Capital","Financial Services, Lending and Investments",2,"Paul Emmerick, Pieter Van de Velde",1-10,"Early Stage Venture, Seed",,,Private,"9,446"
Angelwise,https://www.crunchbase.com/organization/angelwise,Venture Capital,12,,"Hasselt, Limburg, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)",Angelwise mainly focuses on providing maximum support to startups and young companies to guide them to the next phase in their growth.,12,,7,Active,2022-01-01,day,https://www.angelwise.be,https://www.linkedin.com/company/angelwise/,,,2,"Jan Vorstermans, Marc Mommaerts",1-10,"Early Stage Venture, Seed, Venture",,,Private,"10,670"
STARTGUIDE VC,https://www.crunchbase.com/organization/startguide,Venture Capital,12,,"Prague, Hlavni mesto Praha, Czech Republic","European Union (EU), Europe, Middle East, and Africa (EMEA)","Early-Stage VC Fund, Empowering startups to create value and drive positive change",11,,1,Active,2022-01-15,day,https://www.startguide.cz/en/,https://www.linkedin.com/company/startguide-cz,Venture Capital,"Financial Services, Lending and Investments",3,"Jana Sedlakova, Petr Jahn, Seen Aquin",1-10,"Early Stage Venture, Seed",,,Private,"11,704"
Agri Investment Fund,https://www.crunchbase.com/organization/agri-investment-fund,"Private Equity Firm, Venture Capital",12,2,"Leuven, Vlaams-Brabant, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)","AgroSavfe nv, a Belgium-based agro-biotech company",8,1,3,Active,1890-01-01,year,http://www.aifund.be/en,https://www.linkedin.com/company/agri-investment-fund/,,,,,1-10,"Early Stage Venture, Private Equity",,,Private,"40,258"
Lean FUND,https://www.crunchbase.com/organization/lean-fund,"Investment Bank, Venture Capital",12,1,"Louvain, Vlaams-Brabant, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)",Lean FUND is a privately held seed and early stage investment fund managed by experienced entrepreneurs.,11,,10,Active,2013-12-09,day,http://leanfund.com,http://www.linkedin.com/in/benoitlips,Finance,Financial Services,3,"Benoit Lips, Jean Dessain, Toon Vanagt",11-50,"Early Stage Venture, Seed",,,Private,"51,514"
White Fund,https://www.crunchbase.com/organization/white-fund,"Private Equity Firm, Venture Capital",11,,"Liège, Liege, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)",White Fund is a new Belgian early-stage private equity fund.,10,,7,Active,2019-01-01,year,http://whitefund.be/,https://www.linkedin.com/company/whitefund,,,,,1-10,Venture,,,Private,"13,669"
Pamica NV,https://www.crunchbase.com/organization/pamica-nv,Venture Capital,11,2,"Antwerp, Antwerpen, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)",Pamica NV is the investment company of Michel Akkermans.,8,,1,Active,1993-01-01,year,http://www.pamica.be/,https://www.linkedin.com/company/pamica,,,,,1-10,"Early Stage Venture, Late Stage Venture, Private Equity, Seed, Venture",,,Private,"41,328"
Climate Club,https://www.crunchbase.com/organization/climate-club-d155,Venture Capital,10,,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",The Climate Club is backed by 100+ entrepreneurs. We invest 100k€ into companies that will help slow down Climate Change.,10,,,Active,2023-09-01,day,https://climateclub.cc,https://www.linkedin.com/company/97843156/,,,2,"Antoine Conte, Jeremy Charoy",11-50,"Early Stage Venture, Seed",,,Private,"25,055"
VIGO Ventures,https://www.crunchbase.com/organization/vigo-we-innovation,Venture Capital,10,,"Warszawa, Mazowieckie, Poland","European Union (EU), Europe, Middle East, and Africa (EMEA)",An early stage investor for photonic and deep tech companies with possible followon investment up to €10mln.,8,,4,Active,2017-01-01,year,http://www.vigo.ventures,https://www.linkedin.com/company/vigo-ventures,"Advanced Materials, CleanTech, Hardware, Health Care, Laser, Optical Communication, Semiconductor, Sensor","Hardware, Health Care, Manufacturing, Science and Engineering, Sustainability",1,Wojtek Smolinski,1-10,"Early Stage Venture, Late Stage Venture, Seed",,,Private,"31,039"
Investsud,https://www.crunchbase.com/organization/investsud,Venture Capital,10,,"Marche-en-famenne, Luxembourg, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)","Investsud is a capital firm that works on investments in different industries including food, general industry, and technological startup.",9,,,Active,1983-11-27,day,http://www.investsud.be,https://www.linkedin.com/company/investsud?,"Angel Investment, Food Processing, Information Technology","Financial Services, Food and Beverage, Information Technology, Lending and Investments",,,11-50,"Early Stage Venture, Seed",For Profit,,Private,"37,520"
Blockchain Founders Group,https://www.crunchbase.com/organization/blockchain-founders-group,Venture Capital,10,,"Neustadt An Der Weinstraße, Rheinland-Pfalz, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","BFG provide capital, ideas, and acceleration for promising business models in the fields of crypto assets, DLT, and blockchain.",9,,4,Active,2021-01-01,year,https://en.blockchain-founders.io/,https://www.linkedin.com/company/blockchain-founders,,,,,1-10,Seed,,,Private,"38,527"
BAN Vlaanderen,https://www.crunchbase.com/organization/ban-vlaanderen,"Angel Group, Venture Capital",10,3,"Hasselt, Limburg, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)","BAN Vlaanderen is the business angel network in Flanders, a value-added platform within which new or growing businesses are brought into",10,,4,Active,2004-01-01,year,http://www.ban.be/Home/1731/BanVlaanderen,https://www.linkedin.com/company/1194231,,,,,11-50,"Early Stage Venture, Seed, Venture",,,Private,"49,292"
Ginko Ventures,https://www.crunchbase.com/organization/ginko-ventures,Venture Capital,9,1,"Geneva, Geneve, Switzerland","Europe, Middle East, and Africa (EMEA)","Founded in 2015, Ginko Ventures is a venture capital Firm targeting technologies, devices and solutions that will improve the way people.",7,,5,Active,2015-01-01,year,http://www.ginkopartners.com,https://www.linkedin.com/company/ginko-ventures/about/,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Jean-Francois Baril,1-10,,,,Private,"35,725"
Como Venture,https://www.crunchbase.com/organization/como-venture,Venture Capital,9,2,"Como, Lombardia, Italy","European Union (EU), Europe, Middle East, and Africa (EMEA)",Como Venture is a venture capital firm specialized in seed and early stage investments.,6,1,1,Active,,,http://www.comoventure.it,,,,,,11-50,Seed,,,Private,"72,728"
Vinnof,https://www.crunchbase.com/organization/vinnof,"Government Office, Venture Capital",9,4,"Brussels, Brussels Hoofdstedelijk Gewest, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)","Vinnof is a venture capital firm that offers seed capital to innovative, early-stage startups based in Flanders, Belgium.",9,,1,Closed,,,http://www.pmv.eu/pmv/view/nl/KMO/Producten/Vinnof,,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",,,,"Early Stage Venture, Late Stage Venture, Seed",,,Private,"76,501"
Dental Innovation Alliance,https://www.crunchbase.com/organization/dental-innovation-alliance,Venture Capital,8,,"Raleigh, North Carolina, United States","Research Triangle, East Coast, Southern US",Dental Innovation Alliance (DIA) is a venture capital company.,7,,6,Active,2022-01-01,year,https://www.dialliance.com/,https://www.linkedin.com/company/dental-innovation-alliance/,,,,,1-10,"Early Stage Venture, Seed, Venture",,,Private,"32,208"
Blockrocket,https://www.crunchbase.com/organization/blockrocket,"Accelerator, Venture Capital",8,,"Frankfurt, Hessen, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Blockrocket is an early-stage investor in blockchain startups.,8,,2,Closed,2019-07-18,day,,,"Blockchain, Venture Capital","Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Other",2,"Benjamin Horvath, Johannes Clauss",1-10,"Early Stage Venture, Seed",,,Private,"46,185"
Sherpa Invest,https://www.crunchbase.com/organization/sherpa-invest,Venture Capital,8,1,"Brussels, Brussels Hoofdstedelijk Gewest, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)",Sherpa Invest is a provider of venture capital and private equity funding service intended to serve business entities.,7,,4,Closed,,,http://www.sherpainvest.be,,,,,,1-10,"Early Stage Venture, Seed",,,Private,"47,875"
Sopromec Participations,https://www.crunchbase.com/organization/sopromec-participations,"Micro VC, Venture Capital",8,2,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",Sopromec is a Venture Capital Firm and a professional partner alongside entrepreneurs.,7,2,2,Active,1964-01-01,year,http://www.sopromec.fr,,,,,,,Early Stage Venture,,,Private,"58,902"
HERAN Partners,https://www.crunchbase.com/organization/heran-partners,Venture Capital,7,1,"Antwerp, Antwerpen, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)","HERAN Partners is a venture capital firm that invests in healthcare, medtech, and digital health sectors.",5,,3,Active,2020-01-01,year,https://www.heranpartners.com/,https://www.linkedin.com/company/heran-partners/,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Katleen Vandersmissen,1-10,"Early Stage Venture, Seed",,,Private,"15,274"
