Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Regions,Description,Number of Lead Investments,Number of Portfolio Organizations,Number of Exits (IPO),Operating Status,Founded Date,Founded Date Precision,Website,LinkedIn,Industry Groups,Industries,Number of Founders,Founders,Number of Employees,Investment Stage,Company Type,Acquisition Status,IPO Status
SmartWare.tech,https://www.crunchbase.com/organization/smartware-tech,Venture Capital,4,2,"Bonyhád, Tolna, Hungary","European Union (EU), Europe, Middle East, and Africa (EMEA)",Hungary-based hardware and IoT focused seed fund,,4,1,Active,2016-01-01,year,https://www.smartware.tech/,https://www.linkedin.com/company/smartwaretech/,"Hardware, Health Care, Internet Services","Hardware, Internet of Things, Medical Device",1,Barnabas Malnay,1-10,"Early Stage Venture, Seed",,,Private
Bacb Beteiligungsgesellschaft,https://www.crunchbase.com/organization/bacb-beteiligungsgesellschaft,"Angel Group, Venture Capital",4,,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Bacb Beteiligungsgesellschaft offers investments to a wide range of companies.,1,4,,Active,2020-01-01,year,https://bacb.de/,https://www.linkedin.com/company/bacb-de/,"Financial Services, Lending and Investments, Professional Services","Consulting, Impact Investing, Venture Capital",,,1-10,"Early Stage Venture, Seed",,,Private
Finparx,https://www.crunchbase.com/organization/finparx,"Incubator, Venture Capital",4,1,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","Finparx is a venture studio aiming for an outstandingly positive impact on People, Planet and Profit.",2,4,,Active,2004-01-01,year,http://www.finparx.com,https://www.linkedin.com/company/finparxgmbh/,"Financial Services, Lending and Investments","FinTech, Incubators, Venture Capital",1,Nikolaus von Taysen,11-50,Seed,,,Private
Elevation Investments,https://www.crunchbase.com/organization/elevation-investments,"Angel Group, Venture Capital",4,1,"Vienna, Wien, Austria","European Union (EU), Europe, Middle East, and Africa (EMEA)",Captures investment opportunities in the segment of PERSONAL GROWTH,,3,,Active,2019-04-01,month,https://www.elevation-investments.com,,,,,,1-10,"Early Stage Venture, Seed",,,Private
BioM Venture Capital,https://www.crunchbase.com/organization/biom-venture-capital,Venture Capital,4,4,"Martinsried, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",BioM Venture Capital focuses on seed and early stage investments in biotechnology companies.,1,4,1,Active,2001-01-01,year,,,,,,,,"Early Stage Venture, Seed",,,Private
Zorea Ventures,https://www.crunchbase.com/organization/zorea-ventures,Venture Capital,4,1,"Kyiv, Kyyiv, Ukraine","Europe, Middle East, and Africa (EMEA)",Zorea ventures is a seed and early stage venture investment fund that was founded in 2013.,,4,,Active,2013-01-01,year,http://zorea.com,,,,,,,,,,Private
Innova Venture,https://www.crunchbase.com/organization/innova-venture,Venture Capital,4,,"Rome, Lazio, Italy","European Union (EU), Europe, Middle East, and Africa (EMEA)",Innova Venture is a lazio region fund managed by lazio innova invests in lazio companies.,,4,,Active,,,https://www.lazioinnova.it/innovaventure/innova-venture,https://www.linkedin.com/company/lazio-innova-spa/,,,,,,"Seed, Venture",,,Private
identity.vc,https://www.crunchbase.com/organization/identity-ventures-f386,Venture Capital,3,,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Backing LGBTQ+ entrepreneurs.,1,3,,Active,2023-01-01,year,https://identity.vc/,https://www.linkedin.com/company/identityvc,,,2,"Jochen Beutgen, Til Klein",1-10,"Early Stage Venture, Seed",,,Private
Maximon,https://www.crunchbase.com/organization/maximon,Venture Capital,3,,"Zug, Zug, Switzerland","Europe, Middle East, and Africa (EMEA)","Maximon empowers entrepreneurs to build impactful, science-based and scalable companies providing healthy aging and rejuvenation solutions.",3,3,,Active,2021-01-01,year,https://www.maximon.com/,https://www.linkedin.com/company/maximon/about/,"Financial Services, Health Care, Lending and Investments","Health Care, Venture Capital",2,"Marc P. Bernegger, Tobias Reichmuth",11-50,"Seed, Venture",For Profit,,Private
Earth,https://www.crunchbase.com/organization/earth-3375,Venture Capital,3,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Earth is a network of impact-driven entrepreneurs and organizations working to address the climate catastrophe and regenerate the planet.,,3,,Active,2023-01-01,year,https://withearth.xyz,https://www.linkedin.com/company/withearth,"Information Technology, Internet Services","Information Technology, Internet",,,1-10,Seed,For Profit,,Private
Evoco,https://www.crunchbase.com/organization/evoco-ag,"Private Equity Firm, Venture Capital",3,,"Zürich, Zurich, Switzerland","Europe, Middle East, and Africa (EMEA)",Evoco is an innovative Private Equity firm dedicated to creating lasting value for investors and businesses.,,3,,Active,2012-01-01,year,http://www.evocope.com/,https://www.linkedin.com/company/evocope/,"Financial Services, Lending and Investments","Finance, Financial Services, Venture Capital",2,"Felix Ackermann, Michel Galeazzi",11-50,,,Made Acquisitions,Private
Boerse Stuttgart Digital Ventures,https://www.crunchbase.com/organization/boerse-stuttgart-digital-ventures-gmbh,Corporate Venture Capital,3,,"Stuttgart, Baden-Wurttemberg, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Boerse Stuttgart Digital Ventures develops innovative business models for exchange trading OTC trading in fungible products.,1,3,,Active,2017-01-01,year,https://www.boerse-stuttgart.de/,https://www.linkedin.com/company/boersestuttgart/,"Financial Services, Lending and Investments","Finance, Financial Exchanges, Financial Services, FinTech, Personal Finance, Venture Capital",,,251-500,Seed,,Made Acquisitions,Private
Two Ravens,https://www.crunchbase.com/organization/two-ravens,Venture Capital,3,,,,Two Ravens focuses on investing in pre-seed and early seed stage technology companies.,1,3,,Active,2023-01-01,year,https://www.tworavens.vc,https://www.linkedin.com/company/two-ravens-vc,,,1,Isaac Kato,1-10,,,,Private
XPRESS Ventures,https://www.crunchbase.com/organization/xpress-ventures,Venture Capital,3,,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",XPRESS Ventures is a Berlin-based company builder focused on technology-driven ideas in the logistics industry.,,3,,Active,2019-01-01,year,https://www.xpress.ventures,https://www.linkedin.com/company/xpress-ventures/about/?viewAsMember=true,"Energy, Internet Services, Transportation","Energy, Internet, Logistics",1,Matthias Friese,1-10,Seed,,,Private
H.I. Capital,https://www.crunchbase.com/organization/h-i-capital,"Private Equity Firm, Venture Capital",3,2,"Zug, Zug, Switzerland","Europe, Middle East, and Africa (EMEA)",Venture Capital fund with strong network and support services,2,3,,Active,2017-01-01,day,http://hicapital.co,https://www.linkedin.com/company/h-i-capital/,"Financial Services, Lending and Investments",Venture Capital,,,11-50,Early Stage Venture,,,Private
Haub Legacy Ventures,https://www.crunchbase.com/organization/haub-legacy-ventures,Venture Capital,3,,,,Family Office,,2,,Active,,,,,,,,,,,,,Private
3 Comma Capital,https://www.crunchbase.com/organization/3-comma-capital,Venture Capital,3,,"Lisbon, Lisboa, Portugal","European Union (EU), Europe, Middle East, and Africa (EMEA)",3 Comma Capital is an Investment firm.,1,3,,Active,2022-01-01,year,https://www.3commacapital.com,https://www.linkedin.com/company/3-comma-capital-scr-sa/,,,,,1-10,Seed,,,Private
Kodori AG,https://www.crunchbase.com/organization/kodori-ag,Venture Capital,3,,"Zug, Zug, Switzerland","Europe, Middle East, and Africa (EMEA)",Kodori AG is a private investment company investing in early stage mental health innovations and related industries,2,2,,Active,2010-01-01,year,http://www.kodori.ch/,https://www.linkedin.com/company/kodori-ventures/,Health Care,Mental Health,,,1-10,Early Stage Venture,,,Private
Partners in Clime,https://www.crunchbase.com/organization/partners-in-clime,Venture Capital,3,,"Stuttgart, Baden-Wurttemberg, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Partners in Clime backs green tech founders by providing capital and mentoring.,,3,,Active,,,https://www.partners-in-clime.com/,https://www.linkedin.com/company/partners-in-clime/about/,,,2,"Kai Blisch, Yannick Frank",1-10,Early Stage Venture,,,Private
Beaker DAO,https://www.crunchbase.com/organization/beaker-dao,Venture Capital,3,,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Beaker DAO is a group that promotes the growth of decentralised science.,,3,,Active,2022-01-01,year,https://beakerdao.xyz,https://www.linkedin.com/company/beaker-dao/,,,1,Peter O'Donoghue,51-100,Seed,For Profit,,Private
NRW.BANK,https://www.crunchbase.com/organization/nrw-venture,Venture Capital,3,,,,"NRW.Venture is a source of funding for new, innovative, and often technology-focused businesses that do not have easy access to loans.",,3,,Active,,,https://www.nrwbank.de/en,https://www.linkedin.com/company/nrw-bank,"Financial Services, Lending and Investments",Venture Capital,,,,,,,Private
Atlantic Ventures,https://www.crunchbase.com/organization/atlantic-ventures,Venture Capital,3,,"Kassel, Hessen, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Atlantic Ventures helps passionate people to launch their company.,1,2,,Active,2000-07-18,day,https://www.atlantic-ventures.de/,,,,,,,"Early Stage Venture, Seed",,,Private
Edition.VC,https://www.crunchbase.com/organization/edition-vc,Venture Capital,3,,"Dresden, Sachsen, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",We back the world’s most iconic entrepreneurs of tomorrow. We have a passion for B2C and B2B products and out-of-the-box thinking.,1,2,,Active,2018-01-01,year,https://edition.vc/,https://www.linkedin.com/company/edition-vc,"Commerce and Shopping, Consumer Goods, Financial Services, Internet Services, Lending and Investments","Angel Investment, Beauty, E-Commerce Platforms, Financial Services, Venture Capital",2,"Björn Bak, Martin Pentenrieder",1-10,Seed,,,Private
Greeneering Invest,https://www.crunchbase.com/organization/greeneering-invest,Venture Capital,3,,"Zug, Zug, Switzerland","Europe, Middle East, and Africa (EMEA)",Greeneering Invest is a venture capital investment firm.,,2,,Active,2021-01-01,year,,,,,,,,Early Stage Venture,,,Private
Emma Ventures,https://www.crunchbase.com/organization/emma-ventures,Venture Capital,3,,"Zürich, Zurich, Switzerland","Europe, Middle East, and Africa (EMEA)",Emma Ventures is an investment firm.,2,3,,Active,2023-01-01,year,https://www.emma.vc,https://www.linkedin.com/company/emmaventures,,,,,1-10,Seed,,,Private
Crealize,https://www.crunchbase.com/organization/crealize,Venture Capital,3,1,"Essen, Nordrhein-Westfalen, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Crealize develops new business models and companies.,,2,,Active,2015-01-01,year,http://www.crealize.com/,https://www.linkedin.com/company/crealize-gmbh,,,1,Jacob Fatih,1-10,"Early Stage Venture, Seed",,Made Acquisitions,Private
SCE Freiraum Ventures,https://www.crunchbase.com/organization/sce-freiraum-ventures,"Entrepreneurship Program, Private Equity Firm, Venture Capital",3,,"Munich, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",SCE Freiraum Ventures is a venture capital investor focused on early-stage startups,1,3,,Active,2018-09-06,day,https://www.freiraum.vc/,https://www.linkedin.com/company/sce-freiraum-ventures/?viewAsMember=true,"Financial Services, Lending and Investments",Venture Capital,,,1-10,Early Stage Venture,,,Private
Feast Ventrues,https://www.crunchbase.com/organization/feast-ventrues,Venture Capital,3,,"Munich, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",The new Nutrition Epitome's facilitation Scaling up investments in food and agriculture technology.,,3,,Active,2022-01-01,year,https://www.feast.ventures,https://www.linkedin.com/company/feast-ventures,,,,,1-10,"Early Stage Venture, Seed",,,Private
BlackMars Capital,https://www.crunchbase.com/organization/blackmars-capital,Venture Capital,3,1,"Hessen, Sachsen-Anhalt, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",BlackMars Capital is a German investment firm that provides capital to fast-growing technology companies.,2,2,1,Active,2012-01-01,year,http://www.blackmars.com,https://www.linkedin.com/company/blackmars/,"Financial Services, Lending and Investments","Funding Platform, Impact Investing",1,Marco Beckmann,1-10,Early Stage Venture,,,Private
CMPC Ventures,https://www.crunchbase.com/organization/cmpc-ventures,"Corporate Venture Capital, Venture Capital",3,,"Santiago, Region Metropolitana, Chile",Latin America,CMPC Ventures invest in entrepreneurship in an agile and determined way.,3,3,,Active,2020-01-01,year,https://www.cmpcventures.com/,https://www.linkedin.com/company/cmpc-ventures/,,,,,11-50,Seed,,,Private
Possibilian Ventures,https://www.crunchbase.com/organization/possibilian-ventures,"Private Equity Firm, Venture Capital",3,,"London, Ontario, Canada",Great Lakes,Possibilian Ventures backs transformative ventures at seed.,1,3,,Active,2021-01-01,year,https://possibilian.vc/,https://www.linkedin.com/company/possibilian/about/,"Financial Services, Lending and Investments","Finance, Financial Services, Impact Investing, Venture Capital",3,"Karim Harji, Michael Lewkowitz, Taylor Davidson",1-10,Seed,,,Private
KRW Schindler,https://www.crunchbase.com/organization/krw-schindler-private-ventures,Venture Capital,3,2,"Luxembourg, Luxembourg, Luxembourg","European Union (EU), Europe, Middle East, and Africa (EMEA)",KRW Schindler is a private venture capital vehicle investing into global technology,1,2,,Active,2013-01-01,year,http://www.krw-schindler.com/,,Financial Services,"Finance, Financial Services",1,Florian Schindler,,Early Stage Venture,,,Private
STARTHUB VENTURES,https://www.crunchbase.com/organization/statrhub-ventures,Venture Capital,3,,"Hamburg, Hamburg, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","Our focus is on Pre-Seed investments. STARTHUB VENTURES supports the heroes of tomorrow, who are on their way from Zero to Hero.",,3,,Active,2019-04-26,day,https://www.starthub-ventures.com/,https://www.linkedin.com/company/starthubventures,"Financial Services, Lending and Investments",Venture Capital,,,1-10,Seed,,,Private
Evalue,https://www.crunchbase.com/organization/evalue-the-2nd-evalue-fund,Venture Capital,3,3,"Düsseldorf, Nordrhein-Westfalen, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Evalue invests in global venture capital and private equity at all stages.,,3,,Active,2010-01-01,year,http://www.evalue.de/,https://www.linkedin.com/company/e.value,"Financial Services, Lending and Investments","Finance, Financial Services, Venture Capital",,,1-10,Early Stage Venture,,Was Acquired,Private
Hoepfner Brau,https://www.crunchbase.com/organization/hoepfner-bräu,Venture Capital,3,,"Karlsruhe, Baden-Wurttemberg, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","Hoepfner Brau is a private equity and venture capital firm specializing in incubation, seed, startup, middle market.",3,3,,Active,1789-01-01,year,http://www.hoepfner-bauinvest.de/,https://www.linkedin.com/company/hoepfner-br%C3%A4u/about/,"Financial Services, Lending and Investments","Financial Services, FinTech, Venture Capital",,,,"Early Stage Venture, Late Stage Venture, Seed",For Profit,,Private
Superlyst Ventures,https://www.crunchbase.com/organization/superlyst-ventures,Venture Capital,3,,"Munich, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","Superlyst Ventures is a seed-stage investment collective, backed by an ecosystem of successful entrepreneurs.",,2,,Active,2021-01-01,year,https://superlyst.vc,https://www.linkedin.com/company/superlyst,,,,,1-10,"Early Stage Venture, Seed",,,Private
Hauer Ventures,https://www.crunchbase.com/organization/hauer-ventures,"Angel Group, Venture Capital",3,1,"Munich, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Backing European deep tech founders as the driving force of a better future for the entire planet.,,3,,Active,2020-07-10,day,http://www.hauerventures.com,https://www.linkedin.com/company/hauerventures,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Hardware, Information Technology, Lending and Investments, Privacy and Security, Science and Engineering, Software","Artificial Intelligence (AI), Cyber Security, Finance, Information Technology, Quantum Computing, Robotics, Venture Capital",1,Ion Hauer,1-10,"Early Stage Venture, Seed",,,Private
Delirus Capital,https://www.crunchbase.com/organization/delirus-capital,Venture Capital,3,,"Milan, Lombardia, Italy","European Union (EU), Europe, Middle East, and Africa (EMEA)",Delirus Capital helps to invset in consumer-focused businesses where it could draw on its branding and community-building experience.,,3,,Active,2019-01-01,year,https://deliruscapital.com/,https://www.linkedin.com/company/delirus-capital/,,,,,1-10,Early Stage Venture,,,Private
Voxel Ventures,https://www.crunchbase.com/organization/voxel-ventures,Venture Capital,3,,"Frankfurt, Hessen, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Early-Stage Micro VC focused on Digital Health,,3,,Active,2019-08-01,month,https://voxel.vc,https://www.linkedin.com/company/voxelvc/,"Financial Services, Health Care, Lending and Investments","Angel Investment, Health Care, Personal Health, Venture Capital",1,Julian Wichmann,1-10,"Convertible Note, Early Stage Venture, Seed",,,Private
Agritech Capital,https://www.crunchbase.com/organization/agritech-capital,Venture Capital,3,,"Wilmington, North Carolina, United States","East Coast, Southern US",Agritech Capital is a strategy and investment firm specializing in innovation and technology in the agribusiness sector.,2,3,,Active,2018-01-01,year,https://www.agritechcapital.com,https://www.linkedin.com/company/agritech-capital/,,,1,Aidan Connolly,1-10,"Convertible Note, Seed",,,Private
P3A Ventures,https://www.crunchbase.com/organization/p3a-ventures,Venture Capital,3,,"Burgwedel, Schleswig-Holstein, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","investment firm consisting of Jannes Fischer, Marc Stilke, Christian Gaiser and Jan Sprengnetter",,3,,Active,,,https://p3a-holding.com/,https://www.linkedin.com/company/p3agroup/,,,,,1-10,Seed,,,Private
Langenberg Ventures,https://www.crunchbase.com/organization/langenberg-ventures,"Micro VC, Venture Capital",3,,"Uetze, Niedersachsen, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Langenberg Ventures is an innovative VC from region of Hanover in search of investments in digitally driven companies.,2,3,,Active,2014-01-01,year,https://langenberg.vc,https://www.linkedin.com/company/langenberg-ventures,"Advertising, Commerce and Shopping, Internet Services, Mobile, Sales and Marketing, Software","Advertising, E-Commerce, Internet, Mobile, Software",1,Jens Langenberg,1-10,Seed,,,Private
Family's Venture Capital,https://www.crunchbase.com/organization/familys-venture-capital,Venture Capital,3,3,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Family’s Venture Capital GmbH is a principal investment firm.,1,3,,Active,,,,,,,,,1-10,,,,Private
Cohors Fortuna Capital,https://www.crunchbase.com/organization/cohors-fortuna-capital,Venture Capital,3,,"Cologne, Nordrhein-Westfalen, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Cohors Fortuna Capital (CFC) is an investment firm that invests in early-stage start-ups.,1,3,,Active,,,https://en.cohors-fortuna-capital.com/,https://www.linkedin.com/company/cohors-fortuna-capital/,"Financial Services, Lending and Investments","Funding Platform, Impact Investing, Venture Capital",,,1-10,"Early Stage Venture, Late Stage Venture",,,Private
H2 Investments,https://www.crunchbase.com/organization/h2-investments,Venture Capital,3,,"Hamburg, Hamburg, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",H2 Investments was added in 2013.,,3,,Closed,,,http://www.h2-investments.com/,,,,,,11-50,Early Stage Venture,,,Private
SeedLink Ventures,https://www.crunchbase.com/organization/seedlink-ventures,"Co-Working Space, Incubator, Venture Capital",3,,"Barcelona, Catalonia, Spain","European Union (EU), Europe, Middle East, and Africa (EMEA)",SeedLink Ventures is a European Venture Capital firm investing in early stage digital health companies developing value based solutions,2,3,,Active,2021-01-01,year,http://www.seedlink.health,https://www.linkedin.com/company/seedlink-sl,Health Care,Health Care,2,"Ignasi Heras, Tim Juergens",1-10,"Early Stage Venture, Seed, Venture",,,Private
VC Fonds BW,https://www.crunchbase.com/organization/vc-fonds-bw,Venture Capital,3,,"Stuttgart, Baden-Wurttemberg, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",VC Fonds Baden-Württemberg offers equity capital for innovative and high-growth companies in Baden-Württemberg.,,3,,Active,,,https://www.vc-fonds-bw.de/,,"Financial Services, Lending and Investments, Professional Services","Consulting, Impact Investing, Venture Capital",,,,Early Stage Venture,,,Private
NFQ Ventures,https://www.crunchbase.com/organization/nfq-ventures,Venture Capital,3,1,"Toronto, Ontario, Canada",Great Lakes,NFQ Ventures is a Toronto-based venture capital firm that finances seed and early stage investments.,,2,,Active,2009-01-01,year,http://www.nfqventures.com/,https://www.linkedin.com/company/nfq-ventures,,,,,1-10,"Early Stage Venture, Seed",,,Private
MedTech Entrepreneurs (MTE),https://www.crunchbase.com/organization/medtech-entrepreneurs,Venture Capital,3,,"Munich, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",MedTech Entrepreneurs is a venture capital fund.,2,3,,Active,2020-10-22,day,https://www.mte.vc/,https://www.linkedin.com/company/mte-medtech-entrepreneurs/,"Financial Services, Health Care, Lending and Investments, Mobile","Health Care, Health Diagnostics, Home Health Care, Hospital, Medical, Medical Device, mHealth, Personal Health, Venture Capital",3,"Andreas Dr. Lindner, Dominik Moll, Jörg Dr. Muschiol",1-10,"Early Stage Venture, Late Stage Venture, Seed",,,Private
Moonstone Capital,https://www.crunchbase.com/organization/moonstone-capital,Venture Capital,3,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)","Moonstone Capital is a capital placement advisor providing global fundraising, syndicated investments, and advisory services.",1,3,,Active,,,http://moonstone-capital.com/,https://www.linkedin.com/company/moonstone-capital-partners/,"Financial Services, Lending and Investments","Asset Management, Financial Services, Venture Capital",1,Chinmayi Krishnan,1-10,,,,Private
nbr technology ventures,https://www.crunchbase.com/organization/nbr-technology-ventures,Venture Capital,3,1,"Stuttgart, Baden-Wurttemberg, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",nbr technology ventures,3,3,,Active,2015-01-01,year,,,,,,,,,,,Private
GeMü Beteiligungs,https://www.crunchbase.com/organization/gemü-beteiligungs,Venture Capital,3,,"Nürnberg, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",GeMü Beteiligungs is a venture capital firm.,,1,,Active,,,,,,,,,,Early Stage Venture,,,Private
FinLab EOS VC,https://www.crunchbase.com/organization/finlab-eos-vc,Venture Capital,3,,"Frankfurt, Hessen, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","FinLab EOS VC Fund is a partnership between Block.one and FinLab, an investor in financial services technologies and blockchain globally.",1,3,,Active,2018-03-24,day,,,,,1,Jan Karnath,1-10,,,,Private
Jindong Capital Investment,https://www.crunchbase.com/organization/jindong-capital-investment,Venture Capital,3,,"Lhasa, Xizang, China",Asia-Pacific (APAC),Jindong Capital Investment engaged in investment busniess.,,3,,Active,2013-01-11,day,,,,,,,,,,,Private
Danube Angels,https://www.crunchbase.com/organization/danube-angels,"Private Equity Firm, Venture Capital",3,,"Vienna, Wien, Austria","European Union (EU), Europe, Middle East, and Africa (EMEA)",Venture Capital und Private Equity,2,3,,Active,2017-01-01,year,http://www.danubeangels.com/en/,https://www.linkedin.com/company/danube-angels/about/,,,2,"Jakob Hütthaler, Paul G. Putz",1-10,"Crowdfunding, Early Stage Venture, Late Stage Venture, Venture",,,Private
Hyperion Invest,https://www.crunchbase.com/organization/hyperion-invest,Venture Capital,3,1,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Hyperion Invest is an early-stage investor for startups who have the capability to change an industry.,1,3,,Active,2015-01-01,year,http://hyperion-invest.de/,https://www.linkedin.com/company/hyperion-invest-gmbh,,,1,Sebastian Müller,1-10,Early Stage Venture,,,Private
DCM Investment & Consulting,https://www.crunchbase.com/organization/dcm-investment-consulting,Venture Capital,3,,,,Seed Investor from Berlin,,3,,Active,,,,,,,,,,"Early Stage Venture, Seed",,,Private
Rheinland-Pfalz Fonds,https://www.crunchbase.com/organization/rheinland-pfalz-fonds,Venture Capital,3,3,,,Rheinland-Pfalz Fonds was added in 2010.,1,3,,Active,,,,,,,,,,Early Stage Venture,For Profit,,Private
seedfeed,https://www.crunchbase.com/organization/seedfeed-db46,Venture Capital,3,1,"Lingen, Niedersachsen, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",seedfeed is an early-stage seed investor and company builder to develop projects at the interface of new and old economy,,3,,Active,2014-07-24,day,https://www.seedfeed.de/,https://www.linkedin.com/company/seedfeed-incubator/?trk=similar-pages_result-card_full-click,"Financial Services, Lending and Investments","Angel Investment, Venture Capital",1,Arne Paul Oltmann,1-10,,,,Private
Einstein Industries Ventures,https://www.crunchbase.com/organization/einstein-industries-ventures,Venture Capital,2,,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Einstein Industries Ventures bridges financial gap of space startups.,,2,,Active,,,https://www.einstein-iv.space,https://www.linkedin.com/company/einstein-iv,"Financial Services, Lending and Investments","Financial Services, Funding Platform, Impact Investing",,,1-10,"Early Stage Venture, Seed",,,Private
Capmont Technology,https://www.crunchbase.com/organization/capmont-technology,Venture Capital,2,,"Munich, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Capmont Technology supports B2B technology entrepreneurs in late-seed to Series B stages.,2,2,,Active,,,https://www.capmont.vc,https://www.linkedin.com/company/capmont-technology,,,,,1-10,Late Stage Venture,,,Private
Integra Fund,https://www.crunchbase.com/organization/integra-fund,"Private Equity Firm, Venture Capital",2,,"Ghent, Oost-Vlaanderen, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)",Integra Fund is an integrated platform for private equity investments.,1,2,,Active,2018-01-01,year,https://www.integra.fund/,https://www.linkedin.com/company/integra-fund-belgium,,,,,1-10,Early Stage Venture,,Made Acquisitions,Private
22 Ventures,https://www.crunchbase.com/organization/22-ventures,Venture Capital,2,,"Columbus, Ohio, United States","Great Lakes, Midwestern US",A private investment firm focused on expanding access,,2,,Active,2019-01-01,year,https://www.twentytwo.ventures,,Financial Services,Financial Services,3,"John Weaver, Martina Samwer, Michael Redd",1-10,"Early Stage Venture, Seed",,,Private
GIMIC Ventures,https://www.crunchbase.com/organization/gimic-ventures,Venture Capital,2,,,,GIMIC Ventures is an investment firm.,,2,,Active,,,,https://www.linkedin.com/company/gimic-ventures,,,,,,,,,Private
Atlas SGR,https://www.crunchbase.com/organization/atlas-sgr,Venture Capital,2,,"Milan, Lombardia, Italy","European Union (EU), Europe, Middle East, and Africa (EMEA)",Atlas SGR is a venture capital fund investing in AI & Cybersecurity startups at pre-seed and seed stages,2,2,,Active,2024-01-01,year,https://www.atlassgr.it/en/,https://www.linkedin.com/company/atlassgr/,,,,,1-10,"Seed, Venture",,,Private
MVP Factory,https://www.crunchbase.com/organization/mvp-factory,"Angel Group, Corporate Venture Capital, Incubator, Micro VC, Syndicate, Venture Capital",2,,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","We strive to empower digitisation through smart services, talent and technology and become Europe’s most respected product & venture builder",,2,,Active,2017-01-01,year,http://mvpfactory.co/,https://www.linkedin.com/company/mvpfactory.co,"Apps, Mobile, Software","Mobile Apps, Software, Web Development",2,"Philipp Petrescu, Victor Cazacu",51-100,"Seed, Venture",For Profit,Was Acquired,Private
Convergence Partners AG,https://www.crunchbase.com/organization/convergence-partners-ag,Venture Capital,2,,"Zug, Zug, Switzerland","Europe, Middle East, and Africa (EMEA)",Convergence Partners is a venture capital investor focusing on the growth financing,1,2,,Active,2018-01-01,year,https://www.convergence-partners.ch/,https://www.linkedin.com/company/convergence-partners-ag/?originalSubdomain=de,,,,,11-50,"Early Stage Venture, Seed",,,Private
PAWAO Capital,https://www.crunchbase.com/organization/pawao,Venture Capital,2,,"Rotkreuz, Zug, Switzerland","Europe, Middle East, and Africa (EMEA)",PAWAO is an international venture network and next level investment vehicle for value creation and entrepreneurial growth.,,2,,Active,2021-01-01,year,https://pawao.capital,https://www.linkedin.com/company/pawao,"Financial Services, Lending and Investments","Finance, Financial Services, Venture Capital",3,"Claudia Baumgart, Hans Joerg Dohrmann, Manoj Kurian Kalluburackal",1-10,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private
