Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Regions,Description,Number of Lead Investments,Number of Portfolio Organizations,Number of Exits (IPO),Operating Status,Founded Date,Founded Date Precision,Website,LinkedIn,Industry Groups,Industries,Number of Founders,Founders,Number of Employees,Investment Stage,Company Type,Acquisition Status,IPO Status
13books Capital,https://www.crunchbase.com/organization/element-ventures-8419,Venture Capital,24,1,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",13books Capital is a London based venture fund investing in early-stage fintech,14,18,,Active,2019-08-15,day,https://13bookscapital.com,https://www.linkedin.com/company/13books/,"Financial Services, Information Technology, Lending and Investments, Other","B2B, Financial Services, FinTech, Information Technology, Venture Capital",1,Michael McFadgen,11-50,"Early Stage Venture, Seed",,,Private
YZR Capital,https://www.crunchbase.com/organization/yzr-venture-capital,Venture Capital,24,,"Munich, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",YZR Venture Capital is a vertical Venture Capital Fund backing Health Tech Entrepreneurs.,17,19,,Active,2021-10-01,day,https://yzr.vc/,https://www.linkedin.com/company/yzr-vc,,,2,"Markus Feuerecker, Reinhard Meier",1-10,"Early Stage Venture, Seed",,,Private
Begin Capital,https://www.crunchbase.com/organization/begin-capital,Venture Capital,24,4,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Begin Capital is an international venture capital fund investing in (Pre) Seed and Series A startups across the globe with a focus on Europe,8,21,,Active,2019-12-19,day,https://www.begincl.com,https://www.linkedin.com/company/begin-capital,"Commerce and Shopping, Data and Analytics, Education, Financial Services, Hardware, Information Technology, Internet Services, Other, Privacy and Security, Software","B2B, Cloud Infrastructure, Cyber Security, Database, Education, FinTech, Marketplace",2,"Alex Menn, Ruslan Sarkisyan",1-10,"Convertible Note, Early Stage Venture, Seed, Venture",,,Private
Base Capital,https://www.crunchbase.com/organization/base-capital-f609,Venture Capital,24,,"Cape Town, NA - South Africa, South Africa","Europe, Middle East, and Africa (EMEA)",Base Capital invests in networked business models across core pillars of consumer discretionary spend.,3,20,,Active,2015-01-01,year,https://www.basecapital.io,https://www.linkedin.com/company/basecapital-io,"Commerce and Shopping, Software","E-Commerce, Marketplace, SaaS, Software",1,Paul Rutherford,1-10,"Early Stage Venture, Seed",,,Private
Aescuvest,https://www.crunchbase.com/organization/aescuvest,Venture Capital,24,,"Frankfurt, Hessen, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","Leading, healthcare dedicated FinTech company. Pan-European deal-by-deal platform.",2,22,,Active,2014-01-01,year,https://aescuvest.eu/,https://www.linkedin.com/company/aescuvest-gmbh/,"Financial Services, Health Care, Lending and Investments","Financial Services, Health Care, Venture Capital",2,"Andreas Kuehnemund, Dr. Patrick Pfeffer",11-50,"Early Stage Venture, Late Stage Venture, Venture",,,Private
LC Ventures,https://www.crunchbase.com/organization/lc-ventures,Venture Capital,24,2,"Lisbon, Lisboa, Portugal","European Union (EU), Europe, Middle East, and Africa (EMEA)",LC Ventures is a Pan-European VC firm investing in high-performing disruptive businesses,13,19,1,Active,2014-12-02,day,https://www.lcventures.pt,https://www.linkedin.com/company/lc-ventures,"Financial Services, Lending and Investments",Venture Capital,4,"Manuel Tânger, Pedro Falcão, Pedro Rocha Vieira, Ricardo Marvão",1-10,"Convertible Note, Early Stage Venture, Seed",,,Private
HEARTFELT,https://www.crunchbase.com/organization/heartfelt,Venture Capital,24,,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",HEARTFELT_is a Earliest-stage investor.,1,23,,Active,2018-01-01,year,https://heartfelt.capital/,https://www.linkedin.com/company/heartfeltcapital/,,,1,Joerg Rheinboldt,11-50,Seed,,,Private
Hermesa,https://www.crunchbase.com/organization/hermesa,"Accelerator, Venture Capital",24,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)","HERmesa is an investment club for both new, and experienced, early-stage investors who wish to back extraordinary female founded start-ups.",,24,,Active,2020-01-01,year,https://www.hermesa.co.uk/,https://www.linkedin.com/company/hermesa/,,,1,Maria Grazia Vigliotti,1-10,Seed,,,Private
Döhler Ventures,https://www.crunchbase.com/organization/doehler-ventures,Venture Capital,24,2,"Darmstadt, Hessen, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Döhler Ventures is a long-term oriented & entrepreneurial investor empowering early-stage startups in the nutrition & technology ecosystem.,4,19,,Active,2014-01-01,year,https://www.doehler-ventures.com/,https://www.linkedin.com/company/doehler-ventures/,"Food and Beverage, Health Care","Food and Beverage, Nutrition",1,Rodrigo Hortega,1-10,"Early Stage Venture, Seed",,,Private
Tar Heel Capital Pathfinder,https://www.crunchbase.com/organization/tar-heel-capital-pathfinder,Venture Capital,24,2,"Warsaw, Mazowieckie, Poland","European Union (EU), Europe, Middle East, and Africa (EMEA)","A venture capital fund and experienced venture builder, investing in Polish and European startups.",9,22,,Active,2017-01-01,year,https://thcpathfinder.com,https://www.linkedin.com/company/18404164/,"Artificial Intelligence (AI), Data and Analytics, Gaming, Health Care, Information Technology, Privacy and Security, Science and Engineering, Software, Sustainability","Artificial Intelligence (AI), Big Data, CleanTech, Cyber Security, Gaming, Generative AI, Health Care",2,"Arkadiusz Seńko, Radosław Czyrko",1-10,"Early Stage Venture, Seed",,,Private
Swiss Post Ventures,https://www.crunchbase.com/organization/swiss-post-ventures,Corporate Venture Capital,24,3,"Bern, Bern, Switzerland","Europe, Middle East, and Africa (EMEA)",Venture capital company,4,18,,Active,2018-01-01,year,https://venture.post.ch/en,,,,,,1-10,"Early Stage Venture, Seed, Venture",,,Private
Cyanhill Capital,https://www.crunchbase.com/organization/cyanhill-capital,"Private Equity Firm, Venture Capital",24,1,"Beijing, Beijing, China",Asia-Pacific (APAC),"Cyanhill Capital is a leading early stage investment firm in China focusing on consumer sector, ""investor in better life"".",12,23,,Active,2015-08-01,month,https://www.hwazing.com,https://www.linkedin.com/company/cyanhillcapital,"Commerce and Shopping, Other","Consumer, E-Commerce",1,Ye ZHANG,11-50,"Early Stage Venture, Seed",,,Private
FINCA Ventures,https://www.crunchbase.com/organization/finca-ventures,"Startup Competition, Venture Capital",24,2,"Washington, District of Columbia, United States","Washington DC Metro Area, Southern US",FINCA Ventures is an impact investing initiative of financial services organisation.,1,20,,Active,1984-01-01,year,https://www.fincaventures.com/,https://www.linkedin.com/company/finca-international/,"Other, Social Impact",Non Profit,,,11-50,"Convertible Note, Early Stage Venture, Seed, Venture",,,Private
4impact,https://www.crunchbase.com/organization/4impact,Venture Capital,23,,"The Hague, Zuid-Holland, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)",Venture capital fund investing in European digital tech4good ventures,13,17,,Active,2019-01-01,year,https://www.4impact.vc/,https://linkedin.com/company/4impactvc,,,2,"Ali Najafbagy, Pauline Wink-Zaanen",1-10,"Early Stage Venture, Initial Coin Offering, Seed",,,Private
First Spark Ventures,https://www.crunchbase.com/organization/first-spark-ventures,Venture Capital,23,1,"San Carlos, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",First Spark Ventures is a deep tech venture capital firm that invests in scientists globally.,8,20,,Active,2021-01-01,year,https://firstsparkventures.com,https://www.linkedin.com/company/first-spark-ventures,"Financial Services, Information Technology, Lending and Investments","Financial Services, FinTech, Information Technology, Venture Capital",,,11-50,"Early Stage Venture, Seed",,,Private
Green Generation Fund,https://www.crunchbase.com/organization/green-generation-fund,Venture Capital,23,,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Green Generation Fund primarily invests in early-stage food technology and green technology companies.,17,19,,Active,2021-08-01,month,https://www.greengenerationfund.com/,https://www.linkedin.com/company/green-generation-fund/,"Agriculture and Farming, Consumer Goods, Energy, Financial Services, Food and Beverage, Lending and Investments, Sustainability","AgTech, Food and Beverage, Green Consumer Goods, GreenTech, Impact Investing, Renewable Energy",3,"Dr. Manon Sarah Littek, Janna Ensthaler, Peter Dorfner",1-10,"Convertible Note, Early Stage Venture, Seed, Venture",,,Private
Kale United,https://www.crunchbase.com/organization/kale-invest,"Corporate Venture Capital, Venture Capital",23,1,"Stockholm, Stockholms Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia",Kale United invests in vegan startups.,2,19,,Active,2018-01-01,year,http://kaleunited.com/,https://www.linkedin.com/company/kaleunited/,"Financial Services, Lending and Investments, Sustainability","Angel Investment, Finance, GreenTech, Incubators, Venture Capital",1,Måns Ullerstam,1-10,"Crowdfunding, Early Stage Venture, Seed, Venture",For Profit,Made Acquisitions,Private
The Untitled Venture Company,https://www.crunchbase.com/organization/the-untitled-venture-company,Venture Capital,23,1,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",The Untitled is a venture capital company based in California that finances seed and early stage companies.,8,19,,Active,2011-01-01,year,https://www.theuntitled.vc/,https://www.linkedin.com/company/the-untitled-ventures/,Financial Services,Financial Services,1,Igor Lutz,1-10,"Early Stage Venture, Seed",,,Private
Apollo Projects,https://www.crunchbase.com/organization/apollo-project,Venture Capital,23,1,"Greenville, South Carolina, United States","East Coast, Southern US",Apollo Projects is an early-stage fund that invests in moonshots.,6,23,1,Active,2021-07-11,day,http://www.apolloprojects.com,,"Financial Services, Lending and Investments","Finance, Financial Services, Venture Capital",3,"Jack Altman, Max Altman, Sam Altman",1-10,"Early Stage Venture, Seed, Venture",,,Private
Tokyo Black,https://www.crunchbase.com/organization/tokyo-black,Venture Capital,23,1,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Tokyo Black is an early stage VC,1,22,,Active,2020-01-01,year,https://tokyo.black/,,Information Technology,Information Technology,,,1-10,"Early Stage Venture, Seed",For Profit,,Private
Factorial Capital,https://www.crunchbase.com/organization/factorial-1ad8,Venture Capital,23,1,"Brooklyn, New York, United States","Greater New York Area, East Coast, Northeastern US",Factorial Capital seeks to invest in artificial intelligence startups.,,20,,Active,2022-01-01,year,http://factorialcap.com/,https://www.linkedin.com/company/factorialcap,"Financial Services, Lending and Investments","Finance, Financial Services, Venture Capital",,,1-10,,,,Private
Alter Equity 3P,https://www.crunchbase.com/organization/alter-equity-3p,Venture Capital,23,,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",Alter Equity3P specializes in growth capital and buyout investments.,9,20,,Active,2013-01-01,year,http://www.alter-equity.com/,https://www.linkedin.com/company/alter-equity,Financial Services,Financial Services,1,Fanny Picard,11-50,"Early Stage Venture, Private Equity, Seed, Venture",,,Private
Vito Ventures,https://www.crunchbase.com/organization/vito-ventures,Venture Capital,23,3,"Munich, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Vito Ventures is a venture capital firm that seeks to invest in early stage and growth phase startups with no geographical limitation.,7,14,,Active,2015-01-01,year,http://www.vito.vc,https://www.linkedin.com/company/vito-ventures,"Financial Services, Information Technology, Internet Services, Lending and Investments, Privacy and Security, Software","Cyber Security, Internet of Things, SaaS, Venture Capital",1,Herbert Mangesius,1-10,"Early Stage Venture, Late Stage Venture, Seed",,,Private
Skycatcher,https://www.crunchbase.com/organization/skycatcher,"Hedge Fund, Venture Capital",23,,"Austin, Texas, United States",Southern US,"Skycatcher is a software and Internet investor across the full stack of public, private, venture, and onchain digital asset classes.",19,14,,Active,,,http://www.skycatcher.xyz,https://www.linkedin.com/company/skycatcher-xyz/,,,1,Sia Kamalie,1-10,,,,Private
Mergus Ventures,https://www.crunchbase.com/organization/mergus-ventures,Venture Capital,23,,"Nova Lima, Minas Gerais, Brazil",Latin America,Investimos em fundadores que mergulham na solução de problemas em mercados inexplorados e imaturos.,2,21,,Active,2021-01-01,year,http://www.mergus.com.br,https://www.linkedin.com/company/mergusventures/,"Financial Services, Lending and Investments",Venture Capital,3,"Bernardo Pedrosa, Daniel Sarquis, Leonardo Cruz",1-10,"Convertible Note, Early Stage Venture, Seed, Venture",,,Private
Pentland Ventures,https://www.crunchbase.com/organization/pentland-ventures,Venture Capital,23,3,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Pentland Ventures is a venture capital firm that invests in consumer brands and technology that powers the consumer economy.,4,17,1,Active,1988-01-01,year,http://www.pentland.vc,,Financial Services,"Financial Services, FinTech",2,"Berko Rubin, Minnie Rubin",11-50,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private
Infinitas Capital,https://www.crunchbase.com/organization/infinitas-capital-ag,"Family Investment Office, Venture Capital",23,4,"Basel, Basel-Stadt, Switzerland","Europe, Middle East, and Africa (EMEA)",Single family office of Peter and Robin Lauber investing in residential Real Estate and Venture Capital opportunities,1,19,4,Active,2015-01-01,year,https://infinitas-capital.com/,https://www.linkedin.com/company/infinitas-capital-ag/,"Financial Services, Lending and Investments, Real Estate","Real Estate, Venture Capital",1,Robin Lauber,11-50,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private
Sky Ventures Group,https://www.crunchbase.com/organization/sky-ventures-group,"Corporate Venture Capital, Venture Capital",23,4,"Boston, Massachusetts, United States","Greater Boston Area, East Coast, New England",A Boston-based investment group that provides funding to early-stage life science and healthcare companies.,,21,,Active,2015-01-01,day,http://www.sky-ventures.com/,https://www.linkedin.com/company/sky-ventures/about/,Health Care,Health Care,1,Eyal Geffen,1-10,"Early Stage Venture, Seed",,,Private
VR Ventures,https://www.crunchbase.com/organization/vr-ventures,Venture Capital,23,2,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",VR Ventures supports leading-edge startups in the financial services and real estate sector.,9,17,,Active,2019-01-01,year,https://www.vr-ventures.vc/,https://www.linkedin.com/company/vr-ventures-vc,"Financial Services, Lending and Investments, Other, Professional Services","Business Development, FinTech, Professional Services, Venture Capital",,,1-10,"Early Stage Venture, Seed",,,Private
Berlin Technologie Holding,https://www.crunchbase.com/organization/berlin-technologie-holding,"Micro VC, Venture Capital",23,5,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Berlin Technologie Holding (BTH) focuses on investments in technology and technology-enabled businesses.,9,17,,Active,2013-03-01,day,http://www.berlinholding.com,http://www.linkedin.com/company/3119788,"Financial Services, Lending and Investments","Finance, Financial Services, Venture Capital",1,Joern-Carlos Kuntze,11-50,"Early Stage Venture, Late Stage Venture",,,Private
Sushi Venture Partners,https://www.crunchbase.com/organization/sushi-venture-partners,"Private Equity Firm, Venture Capital",23,5,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Sushi Venture Partners is an advisory and investment firm focused on the media tech sector.,2,23,,Active,2012-01-01,year,http://sushivp.com,https://www.linkedin.com/company/sushi-venture-partners,"Financial Services, Lending and Investments","Finance, Venture Capital",2,"Paul-Rene Albertini, Shahar Namer",1-10,"Early Stage Venture, Seed",,,Private
VC Fonds Technologie Berlin,https://www.crunchbase.com/organization/vc-fonds-technologie-berlin,Venture Capital,23,8,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",VC Fonds Technologie Berlin GmbH is a joint initiative of Investitionsbank Berlin (IBB) and the State of Berlin.,1,18,1,Active,,,,,,,,,,"Early Stage Venture, Late Stage Venture, Seed",,,Private
blueworld.group,https://www.crunchbase.com/organization/blueworld-group,"Private Equity Firm, Venture Capital",23,1,"Frankfurt, Hessen, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",blueworld.group is a private equity and venture capital firm.,2,21,,Active,2014-01-01,year,https://www.blueworld.group/,https://www.linkedin.com/company/blueworldgroup/,"Financial Services, Lending and Investments","Finance, Impact Investing, Venture Capital",1,Rigbert Fischer,11-50,"Early Stage Venture, Late Stage Venture, Private Equity, Seed, Venture",,,Private
Counteract,https://www.crunchbase.com/organization/counteract,Venture Capital,22,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Catalysing the carbon removal our world will need,9,16,,Active,2020-01-01,year,https://counteract.vc,https://www.linkedin.com/company/wecounteract/,"Science and Engineering, Sustainability","CleanTech, Environmental Engineering, Sustainability",4,"Andrew Shebbeare, Andy Bonsall, Andy Bonsall, Matt Isaacs",1-10,"Early Stage Venture, Seed",For Profit,,Private
Sabancı Ventures,https://www.crunchbase.com/organization/sabancı-ventures,Venture Capital,22,1,"Istanbul, Istanbul, Turkey","Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)",Sabancı Ventures is an investment arm that invests in technology and innovation-based companies in different sectors.,11,16,,Active,2020-01-01,day,https://www.sabanciventures.com/,https://www.linkedin.com/company/sabanci-holding,,,,,1-10,Early Stage Venture,,,Private
zVentures,https://www.crunchbase.com/organization/zventures,Corporate Venture Capital,22,2,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Emerging companies with opportunities for massive growth and improvement,5,20,1,Active,2016-09-12,day,https://www.zvntrs.com,,"Financial Services, Lending and Investments","Angel Investment, Finance, Venture Capital",1,Min-Liang Tan,11-50,"Early Stage Venture, Seed",,,Private
Interface Capital,https://www.crunchbase.com/organization/interface-capital,Venture Capital,22,,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Interface Capital is a venture capital firm.,5,20,,Active,2022-01-01,year,http://www.interfacecap.com,https://www.linkedin.com/company/interface-capital/,"Financial Services, Lending and Investments",Venture Capital,,,1-10,"Early Stage Venture, Seed",,,Private
KHP Ventures,https://www.crunchbase.com/organization/khp-ventures,"Private Equity Firm, Venture Capital",22,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",KHP Ventures is an investment firm that provides innovative ideas for healthcare.,3,18,,Active,2021-01-01,year,https://khpventures.com,https://www.linkedin.com/company/khp-ventures,,,,,11-50,"Early Stage Venture, Seed, Venture",,,Private
Polymath Capital,https://www.crunchbase.com/organization/polymath-capital-partners,Venture Capital,22,2,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US","Polymath Capital Partners is a pre-seed/seed venture capital firm with emphasis on community, longevity, and financial democratization.",,22,,Active,2019-01-01,year,https://www.polymathcp.com/,https://www.linkedin.com/company/polymath-capital-partners,"Financial Services, Lending and Investments","Financial Services, Venture Capital",3,"Ben Hassler, Sean Mahsoul, Vic Yeh",1-10,Seed,,,Private
Spice Capital,https://www.crunchbase.com/organization/spice-capital,Venture Capital,22,2,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",Spice Capital invests in startups before they hit the zeitgeist.,,21,,Active,2021-10-01,month,https://www.spicecapital.xyz/,https://www.linkedin.com/company/spicecap,"Financial Services, Lending and Investments","Finance, Funding Platform, Venture Capital",,,1-10,"Early Stage Venture, Seed",,,Private
June Fund,https://www.crunchbase.com/organization/june-fund,"Private Equity Firm, Venture Capital",22,,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","June Fund is a global technology investor, managing a series of funds.",7,13,,Closed,2014-01-01,year,http://www.june.fund,https://www.linkedin.com/company/magneticcap,"Financial Services, Information Technology, Lending and Investments","Financial Services, Information Technology, Venture Capital",2,"David Rosskamp, Florian Schindler",1-10,"Early Stage Venture, Late Stage Venture, Private Equity, Seed",,,Private
FiveT Fintech (formerly Avaloq Ventures),https://www.crunchbase.com/organization/fivet-fintech-formerly-avaloq-ventures,Venture Capital,22,4,"Zürich, Zurich, Switzerland","Europe, Middle East, and Africa (EMEA)",VC focused on fintech,7,19,,Active,2018-12-05,day,https://fivet.com/pages/fivet-fintech,https://www.linkedin.com/company/fivet-fintech/,"Financial Services, Information Technology, Internet Services, Professional Services, Software","Consulting, Finance, Financial Services, Information Technology, Internet, Software",3,"Alexander Christen, Francisco Fernandez, Johannes Minho Roth",1-10,"Debt, Early Stage Venture, Initial Coin Offering, Venture",,,Private
ApolloCapital,https://www.crunchbase.com/organization/apollocapital,"Private Equity Firm, Venture Capital",22,4,"Munich, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",ApolloCapital is a private VC vehicle financing young internet companies.,4,17,,Active,2010-05-05,day,http://www.apollocapital.de,https://www.linkedin.com/company/53435484,,,1,Henrich Blase,1-10,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private
Korify Capital,https://www.crunchbase.com/organization/korify-capital,Venture Capital,22,5,"Santa Venerina, Sicilia, Italy","European Union (EU), Europe, Middle East, and Africa (EMEA)",Korify Capital invests in late stage/pre IPO venture opportunities and makes opportunity-driven investments in smaller companies.,1,18,5,Active,2020-12-01,month,https://korifycapital.com/,https://www.linkedin.com/company/korify-capital/,"Biotechnology, Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Other, Science and Engineering","Biotechnology, Blockchain, FinTech, Life Science, Venture Capital",3,"Davide Ottolini, Robin Lauber, Sean Lauber",1-10,"Early Stage Venture, Late Stage Venture",,,Private
Conny & Co,https://www.crunchbase.com/organization/conny-co,"Family Investment Office, Venture Capital",22,5,"Wollerau, Schwyz, Switzerland","Europe, Middle East, and Africa (EMEA)",Conny & Co is an investment company that co-invests into exclusive global deals together with the most active European super angel.,,18,,Active,2019-01-01,year,https://connyandco.com/,https://www.linkedin.com/company/connyco/,"Financial Services, Lending and Investments","Angel Investment, Financial Services, Venture Capital",1,Dr. Cornelius Boersch,1-10,"Early Stage Venture, Seed, Venture",,,Private
Dumont Venture,https://www.crunchbase.com/organization/dumont-venture,Venture Capital,22,7,"Cologne, Nordrhein-Westfalen, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",DuMont Venture Holding GmbH & Co. KG was founded in 2007 as a subsidiary of M. DuMont Schauberg - a leading media corporation based in,2,13,,Active,2007-01-01,year,http://www.dumontventure.de,https://www.linkedin.com/company/dumont-venture,"Commerce and Shopping, Financial Services, Lending and Investments, Software","E-Commerce, SaaS, Venture Capital",1,Jorg Binnenbrucker,1-10,"Early Stage Venture, Late Stage Venture, Seed",,,Private
Heilemann Ventures,https://www.crunchbase.com/organization/heilemann-ventures,"Micro VC, Venture Capital",22,10,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","Heilemann Ventures is a seed stage VC with strong competencies in fields such as company building, strategy, sales, fundraising and exits.",,18,,Active,2011-09-01,day,http://www.heilemann-ventures.com,http://www.linkedin.com/company/5051691,"Financial Services, Lending and Investments, Software","FinTech, SaaS, Venture Capital",2,"Fabian Heilemann, Ferry Heilemann",1-10,"Early Stage Venture, Seed",,Was Acquired,Private
Abac Nest,https://www.crunchbase.com/organization/abac-nest,Venture Capital,22,1,"Barcelona, Catalonia, Spain","European Union (EU), Europe, Middle East, and Africa (EMEA)",Abac Nest is a venture capital vehicle investing in seed-stage companies in Spain.,1,16,,Active,2017-01-01,year,http://www.abacnest.com,https://www.linkedin.com/company/abacnest,"Financial Services, Lending and Investments","Financial Services, Venture Capital",2,"Borja Martinez de la Rosa, Ruben Bonet",1-10,"Early Stage Venture, Seed",,,Private
Czhang's Digital Investment,https://www.crunchbase.com/organization/czhang-s-digital-investment,Venture Capital,22,,"Taiwan, Jiangsu, China",Asia-Pacific (APAC),Czhang's Digital Investment invests in blockchain startups from the early stages to the late stages.,,22,,Active,,,https://www.czhang.digital/,,,,,,1-10,"Early Stage Venture, Late Stage Venture",,,Private
27V (Twenty Seven Ventures),https://www.crunchbase.com/organization/twenty-seven-ventures,Venture Capital,22,2,"Grand Cayman, Midland, Cayman Islands",,27V invests $25k – $250k in global EdTech and Future of Work startups at the pre-Seed and Seed stage.,1,18,,Active,2019-09-01,month,https://27v.vc,https://www.linkedin.com/company/27v/,"Administrative Services, Artificial Intelligence (AI), Data and Analytics, Education, Hardware, Science and Engineering, Software","EdTech, Education, Enterprise Software, Predictive Analytics, Robotics, Virtual Workforce",1,Hukam Singh,1-10,"Early Stage Venture, Seed",,,Private
Motion Ventures,https://www.crunchbase.com/organization/motion-ventures,Venture Capital,21,1,"Singapore, Central Region, Singapore","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",Motion Ventures is an early stage venture capital fund catalysing digital and energy transition across global supply chains.,7,20,,Active,2021-01-01,year,https://www.motion.vc/,https://www.linkedin.com/company/motionventures/,"Financial Services, Lending and Investments",Venture Capital,3,"Michael Pomerleau, Nicklas Viby Fursund, Shaun Hon",11-50,"Early Stage Venture, Seed",,,Private
Elevator Ventures,https://www.crunchbase.com/organization/elevator-ventures-by-raiffeisen-bank-international,Corporate Venture Capital,21,4,"Vienna, Wien, Austria","European Union (EU), Europe, Middle East, and Africa (EMEA)",Elevator Ventures focuses on early stage and growth investments in Fintech and related enabling technologies in Central and Eastern Europe,8,18,,Active,2018-05-01,month,http://www.elevator-ventures.com/,https://linkedin.com/company/elevatorventures,"Financial Services, Lending and Investments","Finance, Financial Services, FinTech, Venture Capital",2,"Hannes Cizek, Maximilian Schausberger",1-10,"Convertible Note, Early Stage Venture, Venture",,,Private
Brightlands Venture Partners,https://www.crunchbase.com/organization/brightlands-venture-partners,Venture Capital,21,,"Geleen, Limburg, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)",Brightlands Venture Partners is an independent regional venture capital fund manager in the south of the Netherlands,11,18,,Active,2004-01-01,year,https://brightlandsventurepartners.com/,https://www.linkedin.com/company/brightlandsventurepartners,"Financial Services, Lending and Investments",Venture Capital,1,Casper Bruens,11-50,"Early Stage Venture, Seed, Venture",,,Private
World Fund,https://www.crunchbase.com/organization/world-fund,Venture Capital,21,,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",World Fund is a European Climate Tech VC fund investing in startups that contribute to solving the climate crisis.,16,17,,Active,2021-02-01,month,https://www.worldfund.vc/,https://www.linkedin.com/company/worldfund,"Financial Services, Lending and Investments","Finance, Financial Services, Venture Capital",4,"Danijel Visevic, Daria Saharova, Mark Windeknecht, Tim Schumacher",11-50,"Early Stage Venture, Late Stage Venture, Seed",,,Private
Frontures,https://www.crunchbase.com/organization/frontier-technologies,Venture Capital,21,2,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Pre/Seed stage venture capital fund,,20,,Active,2019-01-01,year,https://www.frontures.com/,https://www.linkedin.com/company/frontures,"Blockchain and Cryptocurrency, Internet Services, Other","Blockchain, Enterprise, Internet",,,1-10,Seed,,,Private
Amaranthine,https://www.crunchbase.com/organization/amaranthine-partners,Venture Capital,21,2,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US","We connect, support and invest in the world's top technologists.",,15,,Closed,2018-06-01,month,,,,,3,"David Kelly, Paddy Cosgrave, Patrick Murphy",1-10,,,,Private
Verge HealthTech Fund,https://www.crunchbase.com/organization/verge-healthtech-fund,Venture Capital,21,,"Singapore, Central Region, Singapore","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",Verge HealthTech Fund is a global early stage healthtech VC fund.,12,18,,Active,2018-01-01,year,https://www.vergecm.com/,https://www.linkedin.com/company/vcmpl/,,,1,Joseph Mocanu,1-10,"Early Stage Venture, Seed",,,Private
Persistent,https://www.crunchbase.com/organization/persistent,Venture Capital,21,1,"Zürich, Zurich, Switzerland","Europe, Middle East, and Africa (EMEA)",Persistent invests in & builds impact ventures in underserved markets.,17,19,,Active,2012-01-01,year,https://www.persistent.energy/,https://www.linkedin.com/company/persistentnrg/,Financial Services,Financial Services,1,Dirk​ Muench,11-50,Early Stage Venture,,,Private
Road Capital,https://www.crunchbase.com/organization/road-capital,Venture Capital,21,1,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",Road Capital is an investment firm.,4,19,,Active,2021-01-01,year,https://roadcapitalmgmt.com,https://www.linkedin.com/company/road-capital-management/,,,,,1-10,"Early Stage Venture, Seed",,,Private
